text,label
toilet tweet,4
username thanx gav will be watching xx,4
home from work . off tomorrow,0
went to movies to see wolverine with the fam . ... it was a pretty good movie,4
back to wurk-and im still not recovered from the weekend,0
"bummed that kevin pollack cancelled the show at the funny bone , though . sorry @ mr_gollihue",0
username yeah you are soo great ... rawr i love you in oc i love bad boys,4
just woke up from a really good dream to find out it was a dream,0
i allreay ate all candies i bought ! not good for my diet ! now i feel mad !,0
i am so mad that neither susan boyle or flawless won britain 's got talent 2009 .,0
hopefully having sweet sweet dreams about my boy,4
should be gettin ready for work but im steady watchin b.scott ... smh .cant take my eyes off,0
is awake and realized he hardly update his twitter frequently now,0
i dropped my brand new blackberry in the toilet ! ! ! ! i 'm on my curve right now .,0
username username i am glad to break my twitter virginity with you two .,4
another day at the internship ....,0
"getting ready for next week , we 're going to play armys in the woods !",4
is pretty psyched about friday .,4
username i like your new haircut ! looks good .,4
username i call it first breakfast,4
"username lol gladiators , and they cuz into me x",0
username girl you are soo right . there ai n't no need to hate ... haters just ca n't handle it,4
username ca n't wait to see you guys ! ! ! hope weather is gentler .,4
# whyitweet coz i can,4
username when i got there they said you just left,0
username its the fucking knew shit you twat x ( pinpoint live & gt ; url ),4
"username oops ... i meant date night should always end with twittering , but it should n't have anything to do with this web site .",4
"but where the hell did that one with bugs bunny and his flooded cave go ? i loved bugs ' show , it was fantastic , but i ca n't find it .",0
username no school either today except i feel sickies,4
username i�m not able to attend today as i have a tele/video conf . scheduled tonight,0
glad i trudged through the first 60 pages of anathem . now on pg340 ... it 's been a long time since i wanted to call in sick just to read,4
username is that an insult ? : o ) just because i did n't know what bipolar meant . : | : | : | ) haha !,0
i adore this weather = ] but it sucks when you have a weird head ache,0
no strawberry fair today ... i have to wait until june 2nd ...,0
username illyill it looks like beach weather is never coming back,0
mornin ... the sunshine has gone,0
i do n't wan na stay anymore,0
"username but its pretty at least , i think i need to catch some sleep soon though",4
username thanks ! westinpda seems slower . # e2conf,0
"username username username good point ! written down now . like when i think i 'll remember a dream , but ca n't ....",4
good morning ! time to start off the week ... preferably with some exercise .,4
username it was all packed up,0
yay for turning a crappy day into a happy go lucky night goodnight world . see ya tomorrow !,4
"feeling loved up , cozy and content with things - it ca n't last ! i 've baked 2 cakes this week - so fat days are coming - that 'll change it",4
i think i write my notes now in english and german-ich fang jetzt gleich mal damit an,4
wan na go to hav my beauty sleep gdnite .. sweet dreams,4
username i may hurry & amp ; get ready & amp ; get out ... need 2 grocery shop but cant decide if i want 2 brave it on a saturday,4
why is it so difficult to prepare burgers in burger mania ? i always fail ! diner dash is way easier and more fun to play . haha !,0
"oh shit , son ! i m soo fucked up . im playing with 3 doggies",0
had a very nice night with username .. sweet dreams now xx .,4
"just home from hospital , arm : not broken was genuinely worried about that one !",4
i just read the words 'rebel mp ' and now i 've got bloody 'street tuff ' in my head,0
happy father 's day to all ! wish mine was n't so far away right now,0
username aww ! come sit on my lap and let me hug you,0
username malaria tablets suck,0
username that 's cool ! ca n't wait ! but can u please gain ur weight back ? i mean that in a good way ..,4
username pics of your outfit and i almost forgot about gg : s,4
username fiberwig ! ! ! i think they'vestarted selling it overseas but it orginated from asia,4
url !,0
oauth and tokbox . both are killing me ...,0
watching pocahontas 2 on disney . the plot sux . what happened to her old boyfriend omg,0
ca n't figure out what is wrong with my poor little car,0
am i a little bit to excited to see that my 3rd hour will be playing monopoly today ?,4
shit i do n't have wireless so have to wait till tomarrow . fuckk ! so now iam twittering from my twitterberry .,0
god i miss the time when weekends used to be fun !,0
"username lol , no doubt good to have you all on board",4
username i should think not ! too young yet . plenty of time for all that . i 'm fed up today . hate the rain .,0
username better yet ... you and tish best parents award 2009,4
la salle people ! ! ! ! ( heard the news . damn a ( h1n1 ),0
username wait - cool and a sliding door ? that 's an oxymoron .,4
finished my apes exam and it was really hard,0
username jooe u 're ona in a million i lov u so much ! !,4
going to laurens pool party ! but its raining,0
username ... nuff said,0
username do you still use lj ? i use mine mostly for communities ... add me if you want,4
username i hope not for me . i hate when this happens .,0
"the weather sucks and i wan na stay in and watch movies , cuz i know i 'm going for nothing at school",0
on my way out for tonight . wish someone was here ! ! // : -d,0
thought id check twitter . but i wont be on properly for a while yet . gahh . i do miss twitter these days lol !,0
"username it 's not really you that should be apologizing , but you know i love the cupcakes , so i 'll take it .",4
username aww we 'll maybe next year it 'll be sunny ! i remembered it poured on my bday 2 yrs ago ! & amp ; i had a pool party username my parents house,0
is n't much up for life right now,0
is a little disappointed . just thinking .,0
hours of refusal upon realisation that tomorrow 's # morrissey gig at brixton is postponed . only been looking fwd to that for 6 monthsish,0
looked everywhere for these poem . only have a few notes that i made during prelims,0
username good idea,4
username thank you,4
i 'm home ; going to the movies later to see seventeen again,4
ughh the clouds are back and it looks like its about to pour,0
has a fashion show to do makeup for and model in at wayne state . i 'm doing business and getting my model status on .,4
username thanks for the ff shout out !,4
so tired . almost threw out my back marching . practice then a few hours of sleep . i miss running ...,0
"username your sister is so photogenic . that picture is really really amazing , the colours are perfect too . very well done alex",4
"username yeah that will work i 'm so excited , thank you so much xd",4
username yup lol so sad we didnt get to hang i need to go to another show lol,0
i 'm tweeting on the move agghh - in transit between the sixth form centre and the study,4
"username np mate , was great meeting you in prague",4
holy crud ... i just did it again ... made it back up to # 16 ... that 's it ... it 's a sign ... i 'm not supposed to be doing this silly game,0
"raining away in sydney , good nice 2 snuggle in bed & amp ; watch a movie ! i think i will watch babel again ... luv that movie !",4
username i apologize ... i 'm very sarcastic but never serious ... lol,4
"username hehe , true . considering buying one . or two",4
looking at username and wondering what i can do to improve leicester related pages . wish it was easier to merge venues,0
username we are good ! thanks ... time for me to go home now 4.30 pm .. : -p,4
username thank you i have a lot of updating to do on it - tons of new pics,4
trying not to panic : | i never thought i 'd say this but .... i do n't want to miss school my blockmates share the same sentiments ...,0
username i 've been watching a lot of arrested lately . love it !,4
"abit high , from breathing too much helium . hohoho . fun though",4
scorpions ( my son 's baseball team ) lost tonight they finished 3rd in the tournament - not bad ! sport,0
these headphones kick ass at blocking out outer noise !,4
"if he does n't get better in a few days , he could have something lodged in his belly",0
username awhh thanks for following me joe i love ur videos on youtube ur extremely talented ! oh and happy birthday again ! ! lol,4
bed . i swear twitter will be the death of me ... or at least make me late for work tomorrow . sweet dreams,4
username we have mice in our attic who clog dance,4
wondering why this world is so fucked . really have faith the youth today will assist in a better world no pressure lol,4
sad i wish i can go back for just a day and beg for my life : |,0
"had a bad sleep last night and i feel like crap , my throat is killing me !",0
s phone is dead !,0
"wants to know if you 're eating belgian waffles with fruit topping , eggs , bacon , etc . for the third weekend in a row with your roommates .",4
username looking like i have to set my sights on 2011 for the full # bcm . damn this leg .,0
waking up ! i am so tired !,0
when i get back home i 'm going to make love to my bed . i 'm so tired,0
"username haha yeaapp paddlepop 's lion . but hey problem solved now ! with a little help from our bff , winch . i bet you know it",4
watching the old film clip for & quot ; start of something new & quot ; for the first high school musical on disney . so beautiful .,4
"work was terrirble last night we were soo busyy . unfortunately , i have to work tonight too so text me ? i would love you forever .",0
no golf at the range for me today - rained out ! ! !,0
"... so i just ordered my copy of hardcore underground 3 love me , love me ! canary in skinny jeans going balls deep .",4
username sorry so late ! .__ . ; ; i was in dc yesterday for a commencement ceremony .,4
"1,050th update goes to username username @ ginaxnicole",4
username whats the real reason you both split xx,0
"username aww , i 'll find you a cherry and put it on top",4
is going to start living life without regrets . it 's time to make up for lost time ! i 'm only 22 ... i forget,4
"username seems like that should be an easy answer to people problems , wear shorts !",4
"username hi mya , i ca n't send you a direct message back since you are not following me here is my site ww.mybaseballcardspace.info",4
username glad you had a good night ; ) shame about your hangover tho xx,0
"@ tommcfly : @ dannymcfly : say hello to brazilian fans , we 're all listening to bbc now ! please",4
username i love solange 's album ! i 'd go,4
i miss my best friend hope you feel better soon misty !,0
sad about the air france plane going missing,0
is looking forward to a day of playing on slides with her godson,4
username but i wake up late ! ! ! sorry gal,0
"no , no , poe was the wimp one , byron was the gimp one , and james douglas morrison was the limp one",0
kush is kickin ' in ... time to crash ! nice to meet some real peeps,4
my mausi is n't username home i tried to call her two minutez ago ...,0
great way to start off the day ... moved my laptop back here and the damned power brick broke ... now it wo n't work to charge my laptop,0
"schoolwork again , lots of schoolwork to do today .",0
"username oh noez they should , i mean you only bought them this afternoon",0
username you like it ? thx hun ! how are you today ? & gt ; & gt ; taking all over ! & gt ; & gt ; & gt ; i 'm all mafia now lol proud member of the # miamafia,4
no big boss today though ... yay ....,4
no bamboozle today got ta stay safe and awkward pains are n't good .,0
username i know i love it except it did n't rain at all when we were here last time !,4
username i was midway through a nice reply to your brandon tweet when you had to go and correct it ... do n't do that again .,4
im not a loser !,0
yea i miss him more and more every second,0
soo land of the lost might be sold out,0
username glad you could jump along with the band wagon have a great weekend,4
obama 's policy called fascist economic socialist utopia . funny republicans,4
it 's too early for sat math,0
username and username you both are making me feel really scared of being a pupil takot nye !,0
"username would i strive for anything but perfection ? come on , i thought you knew me better than that .",4
"done and dusted ... well , first draft anyway . drinks are on me !",4
username crazy had 2 wrk 2day they ask me 2 come in so i did,0
been to see midwife and she listened in on my baby and he was missing a heart beat every so often hopeing and praying he is ok,0
username & quot ; minister of social media & quot ; has a better ring to it .,4
a sunny cloudless day - great !,4
french plane lost in ocean storm url,0
at the gym ... but i am so sore and tired this morning . work is gon na suck if this keeps up .,0
username lol well its not & quot ; fry & quot ; or even dry yet and its not even high up on my things to do list,0
username hey ! doing well - looking forward to meeting up with you and username in dc !,4
ahh .. its guna be a great day .. payday is my favorite holiday lol,4
username saw that it just went up ! congratulations ! ! !,4
"username we 're re-working the profile page , these annoyances should be gone soon !",4
username i 'm sorry . wish i had the opportunity to be bored ! what does that feel like ? haha .,0
"username wow you have only just discovered this , reuben must be made",4
w000000t . sky+ is telling me series 2 of the wire starts monday on bbc2,4
2 weeks holiday soon over,0
"username found it , thanx",4
packing 's a bitch .,0
username and i are chillaxing and have a movie slumber party ! my last full weekend home until mid-july,0
username just email em to the email i gave u thanx awesome person,4
"searching for a new guitar , , tips anyone ? ? acoustic btw",4
i do n't like it when my headphones run out of power and i need my music the most !,0
username everything is going great ! hope evryting is well with you too .,4
2nd splendour lineup is so shit . sad foals arent on it,0
goodnight ! ! off to bed,4
username hhah chase ! ! i love her to bits and pieces ! ! i got off at 7 today,0
"its 1:25 in the morning , but the movie the game plan is almost over .",4
just ate a costo muffin and now my hand smells like play-do ...,0
horrible day ... put me in a bad mood .. i really need to find a new car soon,0
username i would lol but ... i live in london,0
their speakin to dizzy rascal atmm .jls =p x,4
username aww no . ppw only has green tea but i will find one for youu,4
happy saturday ! sun shining outside today will be a good day : bulls & amp ; pacquiao !,4
cure me please or just kill me me please . no more cold !,0
"what are you doing ? thinking about coffee , lots of it and wishing to be in cali",0
username apparently none of them . they are all broken .,0
"username well , i have to say somewhat muted on the enthusiasm , so it may be that they are beyond hope",0
"username ha ! you are my hero . weekend stats looking good over here , lots of people dreading their job come monday , searching 4 new 1",4
last day off before i return to my job tomorrow . hoped that i would sleep in ... didnt workout so well .,0
"username fine . i 'm a wuss , i said it ! it 's a scrap . just bought it !",4
"god , please bring peace to iran",0
username tara must b with u,4
username that works what would you like to do ?,4
username takee me with youu lamarr & lt ; 3,0
wow i just had a two hour conversation with someone on omegle . it was amazing,4
midvalley ? whyd nobdy tell me bout it ? if only i slep earlier last nite,0
username not polite with fools . must be old age making me less accommodating,0
why do the mosquitoes love me so much ? i did n't do anything to them ! ! i just arrived 5 minutes ago and already have 3 mosquito bites ...,0
bet on the amount of time it takes 'till the first oss versions of ubuntuone are released ? months ? september is my guess .,4
"# bigfanfriday 2day , & amp ; i go & amp ; friggin loose 1 , life sucks ! !",0
did you ever have one of those days after one of the greatest weekends ever ? ! ? ! looks like i 'm done with p90x for the time being .,0
username yes . i think you should make the ones you always talk about and say you are going to make,4
username i 'd hate to be a celebrity .,0
fxck . why would everything n all plans just all of a sudden wan na go wrong a week before party . ughh . omg .,0
just finished a quiz an it was easy �_� as pizza,4
bored bored bored bored ! ! and theres nothing to eat in my house xx,0
username that makes me sad that people would be mean to their puppy cause it was acting like a puppy,0
"turkey sandwich , rocky road and a rocket to the moon make revising seem tolerable",4
nothing to read need to go to the book store soon .,0
"username fantastic , i never manage to progress to the sunday press . rain stopped , grass very green & amp ; outdoors calling ......",4
username you 're going on the lunchtime boat then,4
username for a week but now i 'm perfectly fine weird .. like i was venting to cambria & amp ; everyhing that i said has n't crossed my mind ?,4
i only slept about 40 minutes .. stayed at home cos i 'm sick,0
username i now have it set to check every hour for new tweets .,4
my itunes hates me right now .,0
username url ! ! haha bday kourt from lima have lots of fun ... well more ! ! hahaha xoxox,4
both you go up i 'll go down,4
"i 'm sore , burnt and bruised but i totally want more . but its back to the grind today",0
68 new results in 5 minutes ; replies for @ davidarchie . he 'll never get a chance to reply .,0
username # flickr is awesome ! i can spend waay too much time just browsing peoples pictures,4
"woke to a hungover feeling , followed by a broken shower , a possible toll pass charge and being late",0
"username wolverine was good , bub",4
it 's the weekend ! cue : clouds & amp ; miserable weather,0
trying to manage my sleep ... ca n't wake up till midnight again ...,0
username no . fridays are my day with my dog . but will be at the penarth one on tues 2nd june . how 's you ?,4
made it to work but i was a little late ... glad we have the 7minute rule,4
"paid programming is crap , but there is nothing else on at 5 am",0
"for such a heralded label , ostgut ton 's releases tend to be uneven . watching icarly .",4
username soo busy with work !,0
"i got a thing 4 u if u could n't tell by now but , i 'm not sure of your intentions .",0
"username btw amazing bg , ashley looked so beautiful * as always * ok seriousley i got ta stop chatting haha , talk to ya later~",4
username idk with him.lol ),4
username nope was n't kidding at all . sometimes i think of you as forest gump ( during his running years ) .,4
username i 'll post on my twitter & quot ; lilygreenxx r.i.p & quot ;,4
username becuz skool makes u rite betta so ppl will get wot u r tweetin bout .,4
username i know i am - i didnt get to bed till 4.30 am ! ! ! think i need another large coffee and a shower ! ! what you up to today ?,4
"username bad chapmans grr haha she looked like such a hoe ! ! i ca n't metro station , remember ?",0
next tuesday there will be another studio session to develop some interesting ideas : this time will be & quot ; emotions in couples & quot ;,4
username username username i dunno nga e. it 's been happening randomly since last week . i 'm gon na have it checked by saturday .,0
loves balot ! where will i buy it ? url,0
i havee this icky feeling that im about to be sick,0
"username oh dear , that does n't sound good at all ! lets hope the washing machine gods are merciful .",0
wondering if it 's still safe to go to us now ... ?,0
username very jealous ... i 've just had an exam would definately rather have had a lie in ! x,0
"username i do n't think we need worry about it and anyway adie , we 'll have our hats , they can protect us from everything xx",4
good night everyone ! see u at the pool,4
username whats new ? ? i am lacking in worthwhile news of late,0
"username do n't know how 2 find u ... went 2 the site , also went 2 the forum on ning .. i must be stupid or something .. shuks .. now i 'm curious !",0
"username i 'm up for that i has a hair appt at 3 on sat though , so before that would be best for me",4
"back to school , hopefully i can get into beginning piano",4
username i wish i could . i miss you way more ! i 'm so sad i have n't seen you in forever ! !,0
such messed up dreams,0
username i got kicked off the nick and phyliss newman facebook for telling her to switch her profile pic,0
is getting ready for state tomorrow,4
work is gayy ! ! ! wan na go home . soo bored . someone save me n nikita !,0
the guy in front of me at ross just bought high heels ... do n't think they were for his girlfriend !,4
think someone in the hotel is hammering the bandiwdth on the wifi . everything 's running at dial up speed .,0
url,0
username is n't it interesting how someone 's sense of style can influence and inspire your fashion choices ?,4
username the freak out is scary,0
turns out the hot guy is 12. hes playing with the 11 year old i came with ... theyre playing animal trivia ! life is cruel !,0
"currently at the hospital , visiting my new born cousin !",4
sending the day driving around vile ! went to top of chill watched yes man . drove around kirwan spilt my lunch heading to the city now .,0
"username thanks michelle ! actually , the sun popped out just for my shoot .... and the clouds rolled in again just as i was done .",0
morning shoot over . time to nap ! good night everyone,4
ohh s * * t ... drop by 1 46. sulumitsretsambew.org,0
username can not connect from work,0
aww luna park is closed on friday no awesome outing no fairy floss and snowcones,0
username i dyed it purple but it looks pinkish !,4
happy mother 's day ! ! i will celebrate by working 12:15-8 . fml,0
username aww thank you ! cheered me right up that did,4
moody moody moody moody week,0
watching recordings of house .. i luv this show,4
username hi i am too,4
"goodnight everybody ! ! ! tomorrow school ( i wo n't go ) love you all , god bless you & lt ; 333",4
"going to sail today with my project team , very nice i think",4
new pics on imdb.com from hp and the half blood prince . i 'm so excited . this is going to be a great popcorn-movie summer,4
username i 've got to go jump in the shower and start my day . an last twitpics you 'd like to send ?,4
im auditioning for the new movie camp rock 2 -url,4
username oh cool .. which one is better for ya ? ?,4
username did she eat something bad ?,0
# asot400 the signing is awesome .... it 's a beautiful day live trance is the best,4
username aww i really wanted to go,0
and now my puppy is sick poor guy . i need to find him some pepto ...,0
"username no , not going today . my parents ' next-door neighbor ( since 1972 ) passed away this week and his funeral is today at 3 .",0
i think all of my supervisors are having a mad orgy from the noises in the apartment down the hall,0
i 'm scared of thunderstorms,0
username yes i think so unless it changed . i sent u a happy mothers day text but u never responded back,0
"watching gilmore girls , still in pjs=d suppose i should start doing biology revision soon ....",0
"username yes , my sweetheart , 15 yrs ... and a whole world ... lol",0
username ah sorry joel ! i cud n't be a part of ur twitter party last night make another on 200k followers n i 'll surely be there ! ; ),0
"username awwe , you 're gon na be around my area ! except i 'll be fremont bound ! teehee ! enjoy the parties !",4
burnt my hand cooking the roast wah !,0
morning ! have to pop to asda today b4 work i like to be lazy b4 work lol,0
grr . someone ate my watermelon slices ! haterss . lol . bleh .,0
username i ca n't see ... * pokes tv * i 've only got hockey and bmx or whatever here .... but still ... that sounds cuute,4
username that 's it ! ! ! i lost the battle with the clouds of darkness ! ! ! going back to sleep !,0
the plaza de armas . no tourists ! # originals # prstories url,0
"username ohh , i do n't know anyone who 's a member aww hhaha",0
back fr doctor & amp ; officially hv v dry eyes ... but at least nothing serious,4
username like i want him to be as successful as possible but the higher up the ladder he gets the farther away from us ... fml,0
username hey check out my top ten signs your mom is a cougar on my twitter page . there funny !,4
"username hey , i remember that !",4
"whoa . 24 followers ? i get more everyday . lol . when twitter was down , i was so lost glad its working again !",0
username sure is and it 's a bloody long way ! ! ! ! ! ! ! ! ! ! phenergen was my best friend,4
attending thatonegrandpa.com 's baby shower @ frank3d,4
this sucks sitting here with nothing to do,0
username haha its 3pm here . good afternoon !,4
username meh ... it 's just a c5,4
"username aww , that part always makes me all tearful .",0
"aff , n�o tem nada pior do que perder o sono ... blah , there 's nth worst then not being able to fall asleep ...",0
"username oo .... even before username started seedfund , the fund given in seed stage used to b called as seedfund ..",4
mm a warm conservatory is a nice place for a nap also jess once called it a convertable by accident : p bless 'er cotton socks x,4
& quot ; do n't worry ... be happy & quot ;,4
"username you do n't answear me , i 'm a fan ok ?",0
bloody rain i have to go out and i will get all soggy,0
work is lame got my computer back but still no internet . come on ppls work with me here .,0
"username // huh , so that 's how it 's going to be ?",0
"katy perry , monday august 17th username 8pm , $ 75 per ticket , standing only , at the enmore theatre . presael wednesday , general sale friday .",4
i was right . i bought three books . there are so much books and so little time . ; ),4
tweet dreams everyone x,4
"username good morning jim . remember , any day off work is better than a day at work have a good one !",4
username i like it too ! do n't have foxtel get to see it when in la melba at la madre 's ... next week ... yay !,0
ugh . not a fan of rainy days,0
"username so jealous ur goingg , n maybe for the afterparty too grr . its hot out there better gear urslf wt a cap .",0
username u need to get on aim.why are u never on anymore ? i miss my coke whore .,0
time for work,0
username well done ; make sure you log it . gah i hate logging !,0
username thank you,4
washing clothes is cutting into my gym time,0
ca n't wait for project graduation this friday ! ug . my seniors are leaving me . ca n't wait till i graduate next year !,0
"holy crap i have n't updated in forever i just came on to say that . and , i 'll try to update more . good night !",4
username i made him give me a cuddle and told him i loved him . it helped .,4
good day to sleep in ....,4
username hehehe . i plan on buying it as soon as possible speaking of which . i should pay my bills so i can xd,4
is talking to the girls and boys on skype,4
username are u serious ? ? ? ? you touched his arse ? ohmygod u bitch ! ! ! lol aaww y did u tell me that ! ! !,0
username excuse me ? why was i not invited to this game ? i & lt ; 3 baseball games . i want baseball beer .,0
still 21 hrs till my placebo album can be legally downloaded,0
username that too haha . damn i want sushi ! and yakitori ! and age gyoza ! mm meh,0
"at last , my mom wanted me to skate today . yipee.xd",4
about to go to b & amp ; n to study for the sat ... boring ! but i must !,0
"i 'm going to hong kong this wednesday , and i do n't wan na have a long twitter break . i wan na stayy",0
username oh dear ! what is happening with the universe ? i got a rejection email from the casino this afternoon~life sucks,0
username i must also admit it is an addiction of mine,4
username true ! help me figure it out ! we 'll start a whole new way of sharing with the twitterverse,4
"when i 'm rushed , i have a alf a glass of oj . when i 'm not rushed , i have a full glass",4
"nice feedback on the asylum pics , which pleases me",4
i really want to play sven bomwollen ! but it seems the internet hates me and i can not for the life of me download it ! angry kitty,0
day 1 of crm admin class went well ... except phone went on fritz . had to reload os this evening . may have missed out on anothet gig,0
"username oh , you got me first how 'd you find me ?",4
son went to girlfriend 's prom tonight - sigh - they grow up so fast,0
username i like how u invited me to help u choose out some lingerie ...,0
username thanks . you too .,4
"eww for eye drops and 3 pills a day ... no bueno ... my eyes are too sensitive , i hate eyedrops",0
just got to work ... i 'm always late on sunday i need to get it together here !,0
"recovering from the 10k , just eaten peanut butter & amp ; banana buttie ! completed in 1hr 3mins , v pleased with myself !",4
username congrats on the newborn ! our first is due in june,4
username few blocks from where i 'm right now ... here in brookline ... good public schools for our cute little girl,4
"my 30 gig ipod , aka my old ipod , officially died today , it completeley stopped working andie : 2006-2009",0
"username thanks , i 've got a long list of ones to try , and username is definitely on there",4
"username for those of use tryin ' to get in shape , do you have veggiebacon.alltop.com ?",4
username sucks to be us -- and not in a good way brewing & quot ; decaf & quot ; right now . not sure why .,0
username but you are right . i am a little whiner . should stop it and start enjoying my life in full,4
twittering without my spectacles breaks my heart,0
username u broke the site ! how are we supposed to vote now ?,0
username thanks anyways .,4
"track meh : out to nothingness , wake up too late",0
last day as a junioor,0
"username nothing wrong with boob sweat , well unless it 's on a fat girl",0
not feeling well,0
"back home , cookware set from walmart when are the macys ones going to be in the kitchen ?",0
"ive manage to actually really really hurt my knee its true , im a walking health and safety risk ! !",0
username anytime .... it 's such a tiny screen .,4
username heyy ! goodnite charlie,4
"username aight ... well , i had to ask ! ? lol",4
"username aw . well if u ever feel like flying over 2 con it up i 'll help u find a place 2 crash ... i once flew 2 london 4 a buffy con , btw .",4
"le morning , le sun , le coffee , let 's see what 's going on today",4
hammock camping ... got ta love it ! happy friday everyone . url,4
is extremely bored trying to get heaps of people to follow me lol,4
"yup , needed the tissues for bsg but not quite in the way i thought . i 'm just kind of blank & amp ; numb & amp ; confused ... do n't be over show ! ! !",0
"hamilton came 6th though oh well , cant win em all",0
... but the stomach bug is making me bloat like the villan in to live and let die,0
username i miss you,0
username heyloo its michael btw ^-^,4
"thanks to all the new followers well , i went to a strip club tonight and its 4am so i 'll follow you tomorrow . much love .",4
gettin ready to leave for work i just wan na go back to bed,0
username - thanks for the follow friday,4
my new mouse does n't work .,0
"username gl homer ! ! my date was june 1st . it has been tough for me . at this point im not happy with the surgery , but im the problem",0
"username that would be cool . i dreamt i would win the lotto , buy a silver volvo hatch and have cullen - wp on it , but dh would be",0
username oh no my lovely ....... i 'm the winner of that trophy !,4
username oh my gosh i know . i was so heart broken,0
username i want to come ! ! ! i miss you ! come back to l.a. ! xoxo,4
headed back to austin ... bye houston .,0
"had a lovely sunday . nothing beats good friends , good food and good weather",4
username aww my bookie ! i cant just come down the road like i did the day before i left,0
username i miss you too ! not sure when i 'll next be on msn - mum 's computer is tempermental ... there 's always fb email ?,4
i 'm glad that i made the right decision !,4
"trust me , it works",4
heading back to durham ... back t school 2nd tweet in a week i 'm gettin better lol,0
username i wonder if justin and the band will make a crazy making 2 ? i loved the book ! a couple people did n't,0
added new zipline pics .,4
"finished my history and maths ! ! yay , going to have a teacake and then watch .... family guy !",4
"username me too . thursday the 3rd one was on t.v , and today the second was on . it 's been a good week .",4
feeling like such an ass . need kuaui and & quot ; the breakfast club & quot ; . makin me feel worse its 8:30 on a sunday morning why the ef am i awake !,0
damn i wish i was in la i wan na be at da bet awards this weekend ... damn damn damn,0
username send me some pix,4
"username # wolframalpha provides endless amusement - input sex acts. , it just & quot ; is n't sure what to do with your input . i am immature",4
"username lol , yes , but then my life would get rather too expensive",4
is very unhappy today ! !,0
username your welcome have a good night,4
back from the beachh with jay . so much funn putting some new pics on da myspacez . now im bored and i have a headache .,4
going to play guitar hero today - will be a laugh ! x,4
bedtime goodnight ! breakfast with chey in the morning .,4
username i miss indiana tiff even though that pulaski county in virginia,0
no steaks have thrown themselves at me ... ; ) buut i got a mocha frap at starbucks almost as good as ice cream ^__^,4
username lol no just doesnt want 2 foloow me lol,0
username careful ... they bite !,4
well now all i can do is hope that they come to the mall now,0
username omg i love you . life saver !,4
is home ! home with chocolate covered coffee beans ! almost missing the cold now that it 's gone .,0
sitting in sydney text-skyping my dad who is in lhr dep lounge on brink of latest holiday adventure . love the connection .,4
"username hi aria ! great that you followed me back love everything about you ! so , what 's the plans for the day ?",4
rangers won . redbulls won . tonight was a good night for me . goodnight,4
username unfortunately not yet i 'm going for 9 days to visit some friends and family,0
"username ah ! well , i 'll see if i can find u later in the week . i am tempted to look at leica 's this week . lol . we could go check it out .",4
"username ah , but it is a nice picture !",4
"sitting in jury selection 2day . grateful to live in a democracy , and also hoping i do n't get picked",0
"username you can follow username on here and speak directly to him he has 18,695 followers ...",4
and now i am at home checking out my new bike helmemt and hiking shoes ian bought for me i 'm ready for an active summer,4
"tummy ache , last day of a day . excited to leave ms. kraus and riggle . but not mr. buter !",0
username i 'm good thanx .. how are youu,4
lookin for sumthing to wear for today,4
got the brainbone daily question right ! - url,4
"i 'll upload pic as soon as i get it working on pc on here , u guys made my smegging year",4
username naw ... took all the meds last moth i 'm jus gon b a g and take the pain 4 awhile,0
username whoop ! you got me on twitter ! ! dang our line of communication keeps growing !,4
"4 this week my exams r over . so i translate some pk cr . sys , of course congruence-theory ... btw , my roses r the most beautiful 1s ( l )",4
"awesome weekend , came back to broken toilet call to the plumber tomorrow then !",0
"username nice ! we need not move to another hemisphere for snow . but , is n't that bad news ?",0
in chicago with the bestiess,4
"username hey buddy , how r u ? added any more social profit streams to your portfolio recently ? or has the traffic plan taken all time ?",4
username omgg sweet lol cnt waite babbes its goin to be rad,4
username the episode was amazing ... i cried when i saw the home videos they were soo cute,4
"username used to love those brownies ! even though they 're low cal , i have to skip them now cause of the sugar",0
"username i think you are being too meek , i know you are brave enough its what they invented twitpic for !",4
"username saw donnie by elevator and got a hug , saw him again when i was going to the laundry room . missed joe in hot tub though",0
username husband is golfing & amp ; the toddler and i shall frolic . am i the consummate mama in that im so happy with my day ?,4
happy mother 's day ! hope you 're all enjoying the day w/ your mom .... i know i will be !,4
oh joy - someone has decided to set their car on fire just a bit north of here and on the same motorway,0
what do i do ?,0
"username not sure if what i just said makes sense-it does to me , im sure whatever u come up with will be beautiful sweet dreams x",4
username oh .. ok . i guess i 'll read it first then . thanks !,4
username yes ... really great one,4
"username lol on the cell , twittin away how was ur day ?",4
"username unfortunately , i missed the # mariners game tonight . looks like it was another nail biter . ca n't win them all though !",4
lost the soccer game,0
i feel like wearing really high heels today for no reason lookin forward to gyal20 next week- message us for list peeps ...,4
what the hell am i gon na do now ... lol get a job fuck ! ! ! !,0
in a room full of people . . not 1 of them are good looking . lol x x x x x,0
username but keep in mind that i heart you,4
username definitely will work on it !,4
username me too,4
"hard to start the week after a long fun sunny weekend of tennis , free food and drink , and very nice people . 5 days to go until next round",4
being borde and watchin a movie called the holiday,0
username save it to your computer so you can use it too . * hugs and blessings * ? christine,4
username he would sound ruthless fo sho ; ) he always kept it real but ya we will never know he left us too soon,0
pyro- i can help you sell buttons .,4
"ahh , it 's not working",0
my poor lungs and chest need a break,0
diddly dum .... dum diddly ...... and then some haha,4
im not doing ne thing and im bored,4
